"Farm Name","State","City","location","lat","lon"
"End Of The Road Acres","Tennessee","Enville","Tennessee, Enville",35.3847997,-88.4275441
"Bowers Farm","Tennessee","Ethridge","Tennessee, Ethridge",35.32369,-87.3036262
"Windsong Farm LLC","Tennessee","Fairview","Tennessee, Fairview",35.9820074,-87.1213953
"Hardy Junction","Tennessee","Fayetteville","Tennessee, Fayetteville",35.1520266,-86.5705508
"Southern Nubians","Tennessee","Franklin","Tennessee, Franklin",35.9250637,-86.8688899
"Stockton Farms","Tennessee","Gainesboro","Tennessee, Gainesboro",36.3556149,-85.6588665
"Long Hollow Suri Alpacas","Tennessee","Gallatin","Tennessee, Gallatin",36.3872073,-86.4523215
"Fresh-Tech Growers","Tennessee","Georgetown","Tennessee, Georgetown",35.2876077,-84.9462743
"The Farm Stand at Lagrange","Tennessee","Grand Junction","Tennessee, Grand Junction",35.0489781,-89.1870119
"Eden's Vista","Tennessee","Gray","Tennessee, Gray",36.4198258,-82.4765352
"Lowery Farms","Tennessee","Greeneville","Tennessee, Greeneville",36.1631574,-82.8309861
"Amber Falls Winery & Cellars","Tennessee","Hampshire","Tennessee, Hampshire",35.5967398,-87.2930671
"2 Angels Mushroom Farm","Tennessee","Harrison","Tennessee, Harrison",35.1136837,-85.1380092
"Hay Yall Farm","Tennessee","Heiskell","Tennessee, Heiskell",36.0818558,-84.0541338
"Peaceful Pastures","Tennessee","Hickman","Tennessee, Hickman",36.1439464,-85.9405429
"Hill Stone Farm LLC","Tennessee","Hilham","Tennessee, Hilham",36.4142281,-85.4416363
"Dirty Fingernails Farm","Tennessee","Hollow Rock","Tennessee, Hollow Rock",36.038116,-88.2736553
"Blue Goose Blueberries","Tennessee","Huron","Tennessee, Huron",35.5881278,-88.532273
"Firefly Farm","Tennessee","Indian Mound","Tennessee, Indian Mound",36.5008833,-87.6936291
"2-F Meats","Tennessee","Iron City","Tennessee, Iron City",35.0239715,-87.5814132
"A Different Chick Farm & Orchard","Tennessee","Johnson City","Tennessee, Johnson City",36.3134397,-82.3534727
"ARMA's Market","Tennessee","Johnson City","Tennessee, Johnson City",36.3134397,-82.3534727
"Circle Of Blessings Sheep Farm","Tennessee","Jonesborough","Tennessee, Jonesborough",36.2942722,-82.4734787
"Chestnut Acres","Tennessee","Kelso","Tennessee, Kelso",35.125917,-86.4686039
"Dixie Chile Ranch","Tennessee","Kenton","Tennessee, Kenton",36.2022983,-89.0120436
"Star Valley Farm","Tennessee","Kingsport","Tennessee, Kingsport",36.548434,-82.5618186
"She Diggs Farm","Tennessee","Knoxville","Tennessee, Knoxville",35.9606384,-83.9207392
"Windy Meadows","Tennessee","Knoxville","Tennessee, Knoxville",35.9606384,-83.9207392
"Zysis Garden","Tennessee","La Vergne","Tennessee, La Vergne",36.0156178,-86.5819394
"Lafayette Farms","Tennessee","Lafayette","Tennessee, Lafayette",36.5211623,-86.0263732
"Cherry Bomb Boutique & Nursery","Tennessee","Lebanon","Tennessee, Lebanon",36.2081098,-86.2911024
"Twin Pines Ranch Inc","Tennessee","Lebanon","Tennessee, Lebanon",36.2081098,-86.2911024
"Innisfree Farm","Tennessee","Leoma","Tennessee, Leoma",35.1614699,-87.3480734
"C4 Farms","Tennessee","Lewisburg","Tennessee, Lewisburg",35.4492404,-86.7888887
"Glory 7 Farm & Ranch","Tennessee","Lexington","Tennessee, Lexington",35.6509029,-88.3933796
"Honey Rock Herb Farm","Tennessee","Louisville","Tennessee, Louisville",35.8217479,-84.0479643
"Buck Hollow Farm","Tennessee","Lyles","Tennessee, Lyles",35.9206072,-87.346117
"Shady Hill Farms","Tennessee","Lynnville","Tennessee, Lynnville",35.3767432,-87.0061171
"Dreamland Farm","Tennessee","Maryville","Tennessee, Maryville",35.7564719,-83.9704593
"Freedom Farms","Tennessee","McMinnville","Tennessee, McMinnville",35.6865889,-85.7801453
"Heavenly Acres Farm","Tennessee","McMinnville","Tennessee, McMinnville",35.6865889,-85.7801453
"Mayes Cattle","Tennessee","McMinnville","Tennessee, McMinnville",35.6865889,-85.7801453
"Yellowbird Farms","Tennessee","McMinnville","Tennessee, McMinnville",35.6865889,-85.7801453
"Marla’s Garden","Tennessee","Memphis","Tennessee, Memphis",35.1495343,-90.0489801
"Ounce Of Hope Farm","Tennessee","Memphis","Tennessee, Memphis",35.1495343,-90.0489801
"Friendly Acres Farm","Tennessee","Morrison","Tennessee, Morrison",35.602851,-85.9197071
"Hernandez Farms","Tennessee","Morrison","Tennessee, Morrison",35.602851,-85.9197071
"McKay Herefords","Tennessee","Morrison","Tennessee, Morrison",35.602851,-85.9197071
"Pailey's Acres","Tennessee","Morrison","Tennessee, Morrison",35.602851,-85.9197071
"Purple Patch Farm","Tennessee","Moscow","Tennessee, Moscow",35.0620344,-89.4039631
"Promethean Pastures","Tennessee","Moss","Tennessee, Moss",36.5894294,-85.6174689
"Gibson Hollow Goat Ranch","Tennessee","Mt Pleasant","Tennessee, Mt Pleasant",35.5342414,-87.2069541
"Lowe Cattle Company","Tennessee","Nashville","Tennessee, Nashville",36.1626638,-86.7816016
"Lick Skillet Farm","Tennessee","New Market","Tennessee, New Market",36.1039766,-83.5526751
"Chapman Land And Cattle","Tennessee","Nunnelly","Tennessee, Nunnelly",35.8595101,-87.4691814
"Winged Elm Farm","Tennessee","Philadelphia","Tennessee, Philadelphia",35.6794164,-84.4040173
"Thrifty Acres","Tennessee","Pikeville","Tennessee, Pikeville",35.6056231,-85.1888498
"A Place Of The Heart Farm","Tennessee","Pioneer","Tennessee, Pioneer",36.4175798,-84.3140995
"Pleasant View Nursery","Tennessee","Pleasant View","Tennessee, Pleasant View",36.3942164,-87.0366685
"Pardon Farm","Tennessee","Prospect","Tennessee, Prospect",35.0298052,-87.0030632
"Uncle Tim’s Farm","Tennessee","Prospect","Tennessee, Prospect",35.0298052,-87.0030632
"Gracefield Grown","Tennessee","Pulaski","Tennessee, Pulaski",35.1998023,-87.0308412
"Hillhouse Farm","Tennessee","Pulaski","Tennessee, Pulaski",35.1998023,-87.0308412
"White Buffalo Ranch","Tennessee","Quebeck","Tennessee, Quebeck",35.8167333,-85.5669223
"Foggy Mountain Farm","Tennessee","Rogersville","Tennessee, Rogersville",36.407317,-83.0054423
"Red Dog Ridge Farms","Tennessee","Rogersville","Tennessee, Rogersville",36.407317,-83.0054423
"Two H Farms","Tennessee","Rogersville","Tennessee, Rogersville",36.407317,-83.0054423
"Rhodes Farm","Tennessee","Saulsbury","Tennessee, Saulsbury",35.0470332,-89.0878424
"Outpost Farms","Tennessee","Savannah","Tennessee, Savannah",35.22426,-88.2441182
"Fields Of Grace Nigerians","Tennessee","Sevierville","Tennessee, Sevierville",35.8681455,-83.561835
"Sevier Blumen","Tennessee","Sevierville","Tennessee, Sevierville",35.8681455,-83.561835
"Do Over Farm","Tennessee","Shelbyville","Tennessee, Shelbyville",35.483406,-86.4602717
"Hackberry Lane Vineyard","Tennessee","Shelbyville","Tennessee, Shelbyville",35.483406,-86.4602717
"Lookout Farms","Tennessee","Shelbyville","Tennessee, Shelbyville",35.483406,-86.4602717
"Young Cattle","Tennessee","Shelbyville","Tennessee, Shelbyville",35.483406,-86.4602717
"Paz Family Farm TN","Tennessee","Smithville","Tennessee, Smithville",35.9606185,-85.8141516
"Hidden Gem Farm","Tennessee","Spring Hill","Tennessee, Spring Hill",35.751179,-86.9300023
"Clover Farm","Tennessee","Springfield","Tennessee, Springfield",36.5092118,-86.8849984
"Widespread Panicles","Tennessee","Strawberry Plains","Tennessee, Strawberry Plains",36.0631414,-83.6860109
"ECO Farm","Tennessee","Sweetwater","Tennessee, Sweetwater",35.6014636,-84.4610394
"West Farms","Tennessee","Tellico Plains","Tennessee, Tellico Plains",35.362855,-84.294087
"Chickasaw Valley Farm","Tennessee","Toone","Tennessee, Toone",35.3523026,-88.9525607
"Little River Farms","Tennessee","Townsend","Tennessee, Townsend",35.6753657,-83.7557281
"Lone Star North Farm","Tennessee","Townsend","Tennessee, Townsend",35.6753657,-83.7557281
"Cove Creek Farm","Tennessee","Tracy City","Tennessee, Tracy City",35.2603569,-85.7360833
"Seven Pines Farm","Tennessee","Tracy City","Tennessee, Tracy City",35.2603569,-85.7360833
"Fungalicious","Tennessee","Tullahoma","Tennessee, Tullahoma",35.3620235,-86.2094342
"Byrd Family Farm","Tennessee","Unicoi","Tennessee, Unicoi",36.1953862,-82.3495818
"RBW Farm","Tennessee","Wartrace","Tennessee, Wartrace",35.5272954,-86.3336043
"Stumpy's Acres","Tennessee","Waynesboro","Tennessee, Waynesboro",35.3195217,-87.7622468
"Flat Tire Farm","Texas","Abilene","Texas, Abilene",32.4487364,-99.7331439
"Casey Beefmasters Ltd","Texas","Albany","Texas, Albany",32.723452,-99.2973005
"Circle Bar D Ranch","Texas","Alvin","Texas, Alvin",29.4238472,-95.2441009
"Dr. Baker’s Grassfed Beef","Texas","Belton","Texas, Belton",31.0560132,-97.464453
"Double Bar A Ranch","Texas","Ben Franklin","Texas, Ben Franklin",33.4767736,-95.7688511
"Vifre Ranch","Texas","Bivins","Texas, Bivins",33.0195772,-94.1990757
"Canticle Farm","Texas","Blue Ridge","Texas, Blue Ridge",33.2978909,-96.4016498
"Bluff Dale Vineyards","Texas","Bluff Dale","Texas, Bluff Dale",32.3509718,-98.0214261
"Graves Cattle Co","Texas","Bowie","Texas, Bowie",33.5589953,-97.8486457
"Jolie Vue Farms","Texas","Brenham","Texas, Brenham",30.1668828,-96.3977442
"Agricultural Holdings","Texas","Brenham","Texas, Brenham",30.1668828,-96.3977442
"Games Ranch","Texas","Briggs","Texas, Briggs",30.8893873,-97.92671
"Halbert Farm","Texas","Burleson","Texas, Burleson",32.5420821,-97.3208492
"Dunbar Creek Ranch","Texas","Campbell","Texas, Campbell",33.149386,-95.9513214
"Stinson Farm","Texas","Castroville","Texas, Castroville",29.3557903,-98.8786387
"Porter's Never Forgotten Farm","Texas","Cedar Hill","Texas, Cedar Hill",32.5884689,-96.9561152
"Clark Farm","Texas","Cisco","Texas, Cisco",32.3881861,-98.9792336
"Lonestar Kunekune Hogs","Texas","Cleveland","Texas, Cleveland",30.34132,-95.0854885
"Lovejoy Farm","Texas","Clifton","Texas, Clifton",31.7823798,-97.5766862
"Purdon Groves","Texas","Corsicana","Texas, Corsicana",32.0954304,-96.4688727
"Thompson Ranch","Texas","Cresson","Texas, Cresson",32.5326369,-97.6178026
"Tudmon Nubian Goat Farm","Texas","Cypress","Texas, Cypress",29.9716905,-95.6937856
"Larson's Polled Herefords","Texas","De Soto","Texas, De Soto",32.5896998,-96.8570738
"Broken Wheel Ranch Vineyard","Texas","Edgewood","Texas, Edgewood",32.6981846,-95.8852438
"Born & Raised","Texas","Emory","Texas, Emory",32.874566,-95.7655183
"Damuth Flying D Ranch","Texas","Eustace","Texas, Eustace",32.3070902,-96.0066353
"Esquire Miniature Herefords","Texas","Fair Oaks","Texas, Fair Oaks",29.7310499,-98.6423846
"Nature's Way Family Farm","Texas","Fairfield","Texas, Fairfield",31.7246128,-96.1652481
"Kolodziej Ranch","Texas","Falls City","Texas, Falls City",28.9827507,-98.0175047
"Thorny Acres Ranch","Texas","Flatonia","Texas, Flatonia",29.6877325,-97.1085972
"Knighton Farm","Texas","Floresville","Texas, Floresville",29.1335781,-98.1561192
"Gass Haus Farm","Texas","Frankston","Texas, Frankston",32.0526614,-95.5063456
"Oak Rock Hill","Texas","Gail","Texas, Gail",32.7703457,-101.445743
"Girndt Ranch","Texas","Ganado","Texas, Ganado",29.0405363,-96.5135831
"Englewood Ranch","Texas","Giddings","Texas, Giddings",30.1827159,-96.936371
"4C Cindy's Cute Cattle Company","Texas","Gilmer","Texas, Gilmer",32.7287472,-94.9424379
"David Franks Farm","Texas","Godley","Texas, Godley",32.449029,-97.5266886
"Camp Farm+Ranch","Texas","Goliad","Texas, Goliad",28.6683252,-97.3883265
"Chick P’s Creek","Texas","Granbury","Texas, Granbury",32.4488736,-97.7905758
"Hudson Cattle","Texas","Granbury","Texas, Granbury",32.4488736,-97.7905758
"Little D's Farm","Texas","Grand Saline","Texas, Grand Saline",32.6734636,-95.7094069
"Quarter Moon Farm","Texas","Grand Saline","Texas, Grand Saline",32.6734636,-95.7094069
"KM Price Farm","Texas","Grandview","Texas, Grandview",32.2704245,-97.1791759
"Sammy's Farm","Texas","Grape Creek","Texas, Grape Creek",31.5898783,-100.5431534
"M-Rockin-C Ranch","Texas","Grapeland","Texas, Grapeland",31.4936922,-95.4789863
"Needum Cattle","Texas","Gunter","Texas, Gunter",33.4478881,-96.747494
"Happy Bleats Dairy Goats","Texas","Gustine","Texas, Gustine",31.8451492,-98.4028198
"Ervin Bludau Jr Cattle","Texas","Hallettsville","Texas, Hallettsville",29.4438528,-96.9410929
"Sullivan Ranch","Texas","Hillsboro","Texas, Hillsboro",32.0109886,-97.1300061
"Buckley Ranch","Texas","Hockley","Texas, Hockley",30.026861,-95.8458562
"Bare Back Ranch","Texas","Honey Grove","Texas, Honey Grove",33.5834377,-95.9099681
"Taylor Cattle","Texas","Hutto","Texas, Hutto",30.5426995,-97.5466702
"Short Trip Farm","Texas","Idalou","Texas, Idalou",33.6664733,-101.6829424
"Cripple Critter Ranch","Texas","Jacksboro","Texas, Jacksboro",33.2184477,-98.1586558
"Rim Ranch","Texas","Jourdanton","Texas, Jourdanton",28.9180294,-98.5464068
"Diamond D Ranch Llc","Texas","Justin","Texas, Justin",33.0848442,-97.2961286
"DJ's Classic Alpacas","Texas","Keller","Texas, Keller",32.9341893,-97.229298
"Indio Springs Ranch","Texas","Kingsbury","Texas, Kingsbury",29.6556726,-97.810963
"Hickory Lake Beef","Texas","La Vernia","Texas, La Vernia",29.356348,-98.1155633
"Neel-Parker Polled Herefords","Texas","Laredo","Texas, Laredo",27.5035613,-99.5075519
"Kunetastic Kunekunes","Texas","Leander","Texas, Leander",30.5788055,-97.8530686
"Bar C Fields","Texas","Liberty Hill","Texas, Liberty Hill",30.6649119,-97.9225161
"Buckhorn 88","Texas","Livingston","Texas, Livingston",30.7110216,-94.9330202
"Serenity Yoga Holistic Farm","Texas","Lockhart","Texas, Lockhart",29.8849441,-97.6699996
"Player's Kunekunes","Texas","Lolita","Texas, Lolita",28.8394332,-96.5424743
"Stoneledge Winery & Vineyard","Texas","Wine","Texas, Wine",31.9685988,-99.9018131
"Profound Microfarms","Texas","Luca","Texas, Luca",NA,NA
"Hoddes Reds","Texas","Manor","Texas, Manor",30.3410655,-97.5576772
"Bar None's Dexters","Texas","Manvel","Texas, Manvel",29.4627365,-95.357994
"Cook Land & Cattle Co.","Texas","Medina","Texas, Medina",29.2987871,-99.0128926
"KAP Miniature Cattle","Texas","Menard","Texas, Menard",30.9176736,-99.7864587
"Broken Horn","Texas","Miles","Texas, Miles",31.5973798,-100.1823084
"Seifert Cellars & Wild West Vines","Texas","Millersview","Texas, Millersview",31.411159,-99.7552824
"CL Ranch","Texas","Missouri City","Texas, Missouri City",29.6185669,-95.5377215
"Terra Sienna Grass Fed Beef","Texas","Montague","Texas, Montague",33.6649474,-97.7205807
"Faseler Farm","Texas","Montgomery","Texas, Montgomery",30.3882613,-95.6963355
"Amazing Grace Mini Ranch","Texas","Mt. Pleasant","Texas, Mt. Pleasant",33.1567863,-94.968269
"Hooton Herefords","Texas","Naples","Texas, Naples",33.203278,-94.681119
"Bull Dancer Bison Ranch","Texas","Navasota","Texas, Navasota",30.3879845,-96.0877349
"Rook Pastures","Texas","Navasota","Texas, Navasota",30.3879845,-96.0877349
"Cole Polled Herefords","Texas","Orange Grove","Texas, Orange Grove",27.9566843,-97.9369447
"Fields Polled Herefords","Texas","Pampa","Texas, Pampa",35.5333545,-100.9718861
"Skip Rock Ranch","Texas","Pearsall","Texas, Pearsall",28.8921939,-99.095033
"Forge Cattle Company","Texas","Plano","Texas, Plano",33.0198431,-96.6988856
"Wild Onion Ranch","Texas","Powell","Texas, Powell",32.1176525,-96.3238674
"Diamond WR Cattle Company","Texas","Reagan","Texas, Reagan",31.2179337,-96.7834522
"MNG Ranch","Texas","Richardson","Texas, Richardson",32.9483335,-96.7298519
"Mulberry Field Farm","Texas","Riesel","Texas, Riesel",31.4748925,-96.9233257
"Dean Herefords","Texas","Robert Lee","Texas, Robert Lee",31.8923657,-100.4848211
"Rosini Vineyards","Texas","Wine","Texas, Wine",31.9685988,-99.9018131
"Merideth Creek Farm","Texas","Rusk","Texas, Rusk",31.7960064,-95.1502214
"Morning Star Heritage Farm","Texas","Sadler","Texas, Sadler",33.6826063,-96.8483346
"Arché Wines","Texas","Saint Jo","Texas, Saint Jo",33.6948279,-97.5225245
"Salty 6 Homestead","Texas","Salado","Texas, Salado",30.9471278,-97.5386204
"Cd&J Mini Ranch","Texas","San Benito","Texas, San Benito",26.132576,-97.6311006
"Rockin 7 Ranch","Texas","Sanger","Texas, Sanger",33.3631705,-97.1739027
"Baer Creek Herefords","Texas","Seguin","Texas, Seguin",29.5689248,-97.9645832
"Bar None Meat Goats","Texas","Seguin","Texas, Seguin",29.5689248,-97.9645832
"JWTX","Texas","Sherman","Texas, Sherman",33.6356618,-96.6088805
"Wild Rye Heritage Farm","Texas","Sherman","Texas, Sherman",33.6356618,-96.6088805
"Stubenthal Brothers","Texas","Skidmore","Texas, Skidmore",28.2540909,-97.6855994
"K Bar C","Texas","Tahoka","Texas, Tahoka",33.1667601,-101.7937669
"Lazy S","Texas","Talpa","Texas, Talpa",31.7765369,-99.7095226
"Bandera Grassland","Texas","Tarpley","Texas, Tarpley",29.6571703,-99.2764299
"Bar Oak Ranch","Texas","Tolar","Texas, Tolar",32.3890274,-97.92059
"Triple N Ranch Winery and Vineyard","Texas","Trinidad","Texas, Trinidad",32.1440417,-96.0910813
"PH Herefords","Texas","Tyler","Texas, Tyler",32.3512601,-95.3010624
"My Smalltown Farm","Texas","Van","Texas, Van",32.5248605,-95.6371839
"DCM Cannon","Texas","Van Alstyne","Texas, Van Alstyne",33.4214995,-96.5772109
"C & L Lazy S Ranch","Texas","Vernon","Texas, Vernon",34.1545306,-99.2650804
"Little Bit Of Heaven","Texas","Waskom","Texas, Waskom",32.4787644,-94.0596305
"Haywire Hog Farms","Texas","Weatherford","Texas, Weatherford",32.7592955,-97.7972544
"White Stone Ranch","Texas","Webster","Texas, Webster",29.5377315,-95.1182645
"Rancho De Santos","Texas","Weesatche","Texas, Weesatche",28.847206,-97.4480495
"Foster/Meeks Herefords","Texas","Whitesboro","Texas, Whitesboro",33.6562183,-96.906948
"Falster Farm","Texas","Winnsboro","Texas, Winnsboro",32.9573449,-95.2902224
"Oyster Creek Acres","Texas","Wolfe City","Texas, Wolfe City",33.3706695,-96.0687562
"AJ's Happy Chick Farm LLC","Vermont","Albany","Vermont, Albany",44.7309405,-72.3798076
"J & M Ladd Families Farm","Vermont","Alburgh","Vermont, Alburgh",44.9748974,-73.3010678
"The Sole Connection Farm","Vermont","Arlington","Vermont, Arlington",43.0747858,-73.1539734
"Jacobs Family Sugarhouse","Vermont","Bakersfield","Vermont, Bakersfield",44.7819927,-72.8029085
"Stone Hollow Farm","Vermont","Bakersfield","Vermont, Bakersfield",44.7819927,-72.8029085
"Small Axe Farm","Vermont","Barnet","Vermont, Barnet",44.2968323,-72.0493779
"Stagecoach Hollow Maple","Vermont","Barre","Vermont, Barre",44.1966858,-72.5013944
"Nomad Farm","Vermont","Bellows Falls","Vermont, Bellows Falls",43.133411,-72.4439772
"Bolton Mountain Maple Farm LLC","Vermont","Bolton","Vermont, Bolton",44.3726476,-72.8787625
"Bone Mountain Farm","Vermont","Bolton","Vermont, Bolton",44.3726476,-72.8787625
"Raven Ridge Farm","Vermont","Braintree","Vermont, Braintree",43.9621778,-72.7046487
"1000 Stone Farm","Vermont","Brookfield","Vermont, Brookfield",44.0422861,-72.6034385
"Maple Lane Farm","Vermont","Cabot","Vermont, Cabot",44.4013947,-72.3123023
"Quintessential LLC","Vermont","Cabot","Vermont, Cabot",44.4013947,-72.3123023
"Frank A. Kneeland","Vermont","Cambridge","Vermont, Cambridge",44.6447724,-72.8762772
"Golden Dog Farm LLC","Vermont","Cambridge","Vermont, Cambridge",44.6447724,-72.8762772
"Producer: Patrick Fondry","Vermont","Cambridge","Vermont, Cambridge",44.6447724,-72.8762772
"Stillwater Farm VT","Vermont","Castleton","Vermont, Castleton",43.608439,-73.2084496
"Ceres Gardens","Vermont","Charlotte","Vermont, Charlotte",44.3109602,-73.2502905
"Maple in Vermont","Vermont","Charlotte","Vermont, Charlotte",44.3109602,-73.2502905
"Stony Loam Farm","Vermont","Charlotte","Vermont, Charlotte",44.3109602,-73.2502905
"Baird Farm","Vermont","Chittenden","Vermont, Chittenden",43.7271064,-72.9428417
"Elmore Mountain Maple Works","Vermont","Chittenden","Vermont, Chittenden",43.7271064,-72.9428417
"Producer: Robert Adams","Vermont","Colchester","Vermont, Colchester",44.5516209,-73.1636932
"Mountain View Organics Farm","Vermont","Corinth","Vermont, Corinth",44.0327566,-72.26571
"Osgood’s Organic Farm","Vermont","Corinth","Vermont, Corinth",44.0327566,-72.26571
"Newfield Herb Farm","Vermont","Craftsbury","Vermont, Craftsbury",44.6367179,-72.3726071
"Elysian Hills Tree Farm","Vermont","Dummerston","Vermont, Dummerston",42.9215017,-72.5838146
"Walker Farm","Vermont","East Dummerston","Vermont, East Dummerston",42.9292184,-72.538599
"High Hill Inn Farm","Vermont","East Montpelier","Vermont, East Montpelier",44.2711706,-72.4870503
"Bogie Mountain Sugar Shack","Vermont","East Ryegate","Vermont, East Ryegate",44.2036628,-72.0625486
"Cedar Circle Farm and Education Center","Vermont","East Thetford","Vermont, East Thetford",43.8094856,-72.1893209
"Pumpkin Village Foods","Vermont","Enosburg","Vermont, Enosburg",44.9132816,-72.7975083
"White Family Maple","Vermont","Enosburg","Vermont, Enosburg",44.9132816,-72.7975083
"Larivee's Maple","Vermont","Enosburg Falls","Vermont, Enosburg Falls",44.9069907,-72.8065231
"Producer Daniel Lussier","Vermont","Enosburg Falls","Vermont, Enosburg Falls",44.9069907,-72.8065231
"Chapin Orchard","Vermont","Essex","Vermont, Essex",44.5101525,-73.0834648
"Delicious Dirt Farm & Apothecary","Vermont","Fairfax","Vermont, Fairfax",44.6654963,-73.01032
"Branon Family Maple Orchards","Vermont","Fairfield","Vermont, Fairfield",44.8019921,-72.9456936
"Producer: Jeff Corey","Vermont","Fletcher","Vermont, Fletcher",44.6752213,-72.9238412
"Minister Maple","Vermont","Franklin","Vermont, Franklin",44.9812585,-72.9165547
"MKVT Farm","Vermont","Glover","Vermont, Glover",44.7069038,-72.1869766
"Eastview Farm","Vermont","Hardwick","Vermont, Hardwick",44.5416243,-72.3486803
"Ghost Dog Dairy","Vermont","Hardwick","Vermont, Hardwick",44.5416243,-72.3486803
"Hardwick Garlic","Vermont","Hardwick","Vermont, Hardwick",44.5416243,-72.3486803
"Lady Bug Farm","Vermont","Hardwick","Vermont, Hardwick",44.5416243,-72.3486803
"Ancestral Farm VT","Vermont","Hartford","Vermont, Hartford",43.6637411,-72.3696992
"Clay Hill Farm","Vermont","Hartland","Vermont, Hartland",43.540636,-72.3989314
"Full Moon Farm","Vermont","Hinesburg","Vermont, Hinesburg",44.3289664,-73.1102491
"Dairy Air Farm Slaughterhouse","Vermont","Holland","Vermont, Holland",44.9684078,-72.0027446
"Petrichor Farm","Vermont","Huntington","Vermont, Huntington",44.3250315,-72.9868813
"Zack Woods Herb Farm","Vermont","Hyde Park","Vermont, Hyde Park",44.5972849,-72.6162742
"Ledge View Maple LLC","Vermont","Jeffersonville","Vermont, Jeffersonville",44.6439391,-72.8292945
"Calhoun Maple","Vermont","Jericho","Vermont, Jericho",44.5041705,-72.9978292
"Erik's Sugarbush","Vermont","Kirby","Vermont, Kirby",44.4989626,-71.9069249
"Anjali Farm","Vermont","Londonderry","Vermont, Londonderry",43.2264643,-72.8064866
"Green Mountain Sugar House","Vermont","Ludlow","Vermont, Ludlow",43.3960723,-72.7010471
"Prospect Farm","Vermont","Lunenburg","Vermont, Lunenburg",44.4631136,-71.6820321
"Valley Brook Farm","Vermont","Maidstone","Vermont, Maidstone",44.6486636,-71.5720307
"Dancing Bee Gardens","Vermont","Middlebury","Vermont, Middlebury",44.0151433,-73.1669554
"Pura Vida Botanicals","Vermont","Montgomery","Vermont, Montgomery",32.3800386,-86.2593335
"Montpelier Vineyards","Vermont","Montpelier","Vermont, Montpelier",44.2600593,-72.5753869
"Buck Mountain Maple","Vermont","New Haven","Vermont, New Haven",44.1243277,-73.1535713
"Sunset Valley Farm","Vermont","New Haven","Vermont, New Haven",44.1243277,-73.1535713
"The Kindle Farm School","Vermont","Newfane","Vermont, Newfane",42.9856736,-72.6559313
"The Happy Cow Farm","Vermont","Newport","Vermont, Newport",44.9364356,-72.2051022
"Divine Dairy","Vermont","Newport Center","Vermont, Newport Center",44.950663,-72.306684
"Producer: Daniel Royer","Vermont","Newport Center","Vermont, Newport Center",44.950663,-72.306684
"Joon Moon Farm","Vermont","North Bennington","Vermont, North Bennington",42.930356,-73.242609
"Blume Vermont LLC","Vermont","North Clarendon","Vermont, North Clarendon",43.5655235,-72.9661208
"Union Brook Farm","Vermont","Northfield","Vermont, Northfield",44.148452,-72.6562758
"Philosophy Farm","Vermont","Orange","Vermont, Orange",44.148376,-72.4030806
"Kinder Way Berry Farm","Vermont","Pawlet","Vermont, Pawlet",43.3465552,-73.177286
"Walnut Hill Farm","Vermont","Pawlet","Vermont, Pawlet",43.3465552,-73.177286
"Producer: Susan McGarry","Vermont","Pittsford","Vermont, Pittsford",43.7067329,-73.0281647
"Shat Acres Highland Cattle","Vermont","Plainfield","Vermont, Plainfield",44.2781151,-72.4264926
"Quill Hill Farm","Vermont","Poultney","Vermont, Poultney",43.5170325,-73.2362261
"Amandola Farm LLC","Vermont","Putney","Vermont, Putney",42.975268,-72.5217237
"Leaping Bear Farm LLC","Vermont","Putney","Vermont, Putney",42.975268,-72.5217237
"Leaping Bear Farm LLC","Vermont","Putney","Vermont, Putney",42.975268,-72.5217237
"Poulin and Daughters Family Farm","Vermont","Randolph","Vermont, Randolph",43.9247446,-72.6656948
"Producer: Dean Conant","Vermont","Randolph Center","Vermont, Randolph Center",43.9407223,-72.6070925
"Purple Lark Farm LLC","Vermont","Richmond","Vermont, Richmond",44.4053135,-72.9924128
"Royal Oak Farm LLC","Vermont","Royalton","Vermont, Royalton",43.8176574,-72.5427505
"New Village Farm","Vermont","Shelburne","Vermont, Shelburne",44.3806787,-73.2275593
"Champlain Valley Organics LLC","Vermont","Shoreham","Vermont, Shoreham",43.8936708,-73.3159515
"Shelter Pond Farm","Vermont","South Hero","Vermont, South Hero",44.6458286,-73.3025623
"Hidden Leaf Homestead","Vermont","South Londonderry","Vermont, South Londonderry",43.1927116,-72.8147184
"Hollow Hill Farm","Vermont","South Royalton","Vermont, South Royalton",43.8205295,-72.5213419
"Wellwood Orchards","Vermont","Springfield","Vermont, Springfield",43.2987009,-72.4819818
"Joe's Brook Farm","Vermont","St Johnsbury","Vermont, St Johnsbury",44.4192627,-72.0151183
"4M lavender","Vermont","St. Johnsbury","Vermont, St. Johnsbury",44.4192627,-72.0151183
"Green & Gold CSA","Vermont","Sudbury","Vermont, Sudbury",43.8000754,-73.2046359
"Gagne Maple","Vermont","Swanton","Vermont, Swanton",44.9182342,-73.1244792
"Longwind Farm INC","Vermont","Thetford","Vermont, Thetford",43.8250578,-72.2434689
"Settlement Sap LLC","Vermont","Underhill","Vermont, Underhill",44.5258842,-72.9451267
"Flag Hill Farm","Vermont","Vershire","Vermont, Vershire",43.9729649,-72.3395077
"Shire Beef","Vermont","Vershire","Vermont, Vershire",43.9729649,-72.3395077
